"
SQUADRA
","
P
","
P.G
","
V
","
P
","
P.S
","
P.Sub
","
D.P
","
V.Casa
","
V.Fuori
","
P.Casa
","
P.Fuori
"
"
ASD Lesmo
","
48
","
30
","
24
","
6
","
2413
","
2074
","
339
","
11
","
13
","
4
","
2
"
"
Crac
  Bionics Buccinasco
","
46
","
30
","
23
","
7
","
2050
","
1815
","
235
","
12
","
11
","
3
","
4
"
"
Bocconi
  Milano
","
40
","
30
","
20
","
10
","
2028
","
1898
","
130
","
11
","
9
","
4
","
6
"
"
Rondinella
  Sesto
","
38
","
30
","
19
","
11
","
1965
","
1824
","
141
","
12
","
7
","
3
","
8
"
"
Ebro Basket
","
38
","
30
","
19
","
11
","
2161
","
1956
","
205
","
10
","
9
","
5
","
6
"
"
Ussa Nova
  Milanese
","
34
","
30
","
17
","
13
","
1809
","
1846
","
-37
","
9
","
8
","
6
","
7
"
"
Sportiva
  Boffalorese
","
34
","
30
","
17
","
13
","
1925
","
1932
","
-7
","
9
","
8
","
6
","
7
"
"
Soul Basket
  Milano
","
34
","
30
","
17
","
13
","
1970
","
1879
","
91
","
10
","
7
","
5
","
8
"
"
Di.Po.
  Vimercate
","
32
","
30
","
16
","
14
","
1979
","
1975
","
4
","
6
","
10
","
9
","
5
"
"
ASD
  Morbegno
","
30
","
30
","
15
","
15
","
2027
","
1977
","
50
","
10
","
5
","
5
","
10
"
"
Basketown
  Milano
","
24
","
30
","
12
","
18
","
1994
","
2057
","
-63
","
6
","
6
","
9
","
9
"
"
Pol. Varedo
","
24
","
30
","
12
","
18
","
2135
","
2091
","
44
","
7
","
5
","
8
","
10
"
"
MetalGalvano
  Sesto
","
22
","
30
","
11
","
19
","
1880
","
2026
","
-146
","
6
","
5
","
9
","
10
"
"
Baskettiamo
  Vittuone
","
16
","
30
","
8
","
22
","
1834
","
2047
","
-213
","
8
","
0
","
7
","
15
"
"
Ardor
  Bollate
","
14
","
30
","
7
","
23
","
1687
","
1977
","
-290
","
4
","
3
","
11
","
12
"
"
Social Osa
","
6
","
30
","
3
","
27
","
1515
","
1998
","
-483
","
3
","
0
","
12
","
15
"
"
Lombardia
  - C Silver Girone B
"
