"
SQUADRA
","
P
","
P.G
","
V
","
P
","
P.S
","
P.Sub
","
D.P
","
V.Casa
","
V.Fuori
","
P.Casa
","
P.Fuori
"
"
Benedetto
  XIV 2011 Cento
","
52
","
30
","
26
","
4
","
2353
","
1944
","
409
","
14
","
12
","
1
","
3
"
"
Pallacanestro
  Piacentina
","
42
","
30
","
21
","
9
","
2357
","
2158
","
199
","
14
","
7
","
1
","
8
"
"
Pall.
  Vicenza 2012
","
40
","
30
","
20
","
10
","
2342
","
2281
","
61
","
11
","
9
","
4
","
6
"
"
Pallacanestro
  Crema
","
40
","
30
","
20
","
10
","
2054
","
1985
","
69
","
9
","
11
","
6
","
4
"
"
Raggisolaris
  Faenza
","
38
","
30
","
19
","
11
","
2390
","
2165
","
225
","
13
","
6
","
2
","
9
"
"
Basket
  Lecco
","
36
","
30
","
18
","
12
","
2165
","
2136
","
29
","
12
","
6
","
3
","
9
"
"
Tigers
  Forlì
","
34
","
30
","
17
","
13
","
2165
","
2054
","
111
","
12
","
5
","
3
","
10
"
"
Pall.
  Aurora Desio
","
30
","
30
","
15
","
15
","
2019
","
2049
","
-30
","
10
","
5
","
5
","
10
"
"
Virtus
  Basket Padova
","
28
","
30
","
14
","
16
","
2131
","
2190
","
-59
","
13
","
1
","
2
","
14
"
"
Pall.
  Bernareggio 99
","
24
","
30
","
12
","
18
","
2102
","
2213
","
-111
","
8
","
4
","
7
","
11
"
"
Basket 2000
  Reggio Emilia
","
24
","
30
","
12
","
18
","
2102
","
2127
","
-25
","
7
","
5
","
8
","
10
"
"
Nuova Pall.
  Gordon Olginate
","
24
","
30
","
12
","
18
","
2206
","
2286
","
-80
","
6
","
6
","
9
","
9
"
"
Basket
  Rimini Crabs
","
22
","
30
","
11
","
19
","
2079
","
2204
","
-125
","
8
","
3
","
7
","
12
"
"
Basket Lugo
","
20
","
30
","
10
","
20
","
2355
","
2466
","
-111
","
7
","
3
","
8
","
12
"
"
Green
  Basket Palermo
","
14
","
30
","
7
","
23
","
1995
","
2339
","
-344
","
7
","
0
","
8
","
15
"
"
Pall. Alto
  Sebino
","
12
","
30
","
6
","
24
","
2034
","
2252
","
-218
","
5
","
1
","
10
","
14
"
"
Serie B
  Girone B
"
