"
SQUADRA
","
P
","
P.G
","
V
","
P
","
P.S
","
P.Sub
","
D.P
","
V.Casa
","
V.Fuori
","
P.Casa
","
P.Fuori
"
"
JUVI
  Cremona
","
40
","
24
","
20
","
4
","
1708
","
1414
","
294
","
8
","
12
","
4
","
0
"
"
Corona
  Platina Piadena
","
36
","
24
","
18
","
6
","
1894
","
1619
","
275
","
10
","
8
","
2
","
4
"
"
Argomm
  Basket Iseo
","
30
","
24
","
15
","
9
","
1801
","
1738
","
63
","
9
","
6
","
3
","
6
"
"
Mazzoleni
  BT Pizzighettone
","
28
","
24
","
14
","
10
","
1688
","
1670
","
18
","
7
","
7
","
5
","
5
"
"
Libertas
  Cernusco
","
28
","
24
","
14
","
10
","
1535
","
1534
","
1
","
6
","
8
","
6
","
4
"
"
Virtus
  Lumezzane
","
26
","
24
","
13
","
11
","
1749
","
1730
","
19
","
7
","
6
","
5
","
6
"
"
Evolut
  Romano Basket
","
26
","
24
","
13
","
11
","
1754
","
1694
","
60
","
7
","
6
","
5
","
6
"
"
Pallacanestro
  Milano
","
26
","
24
","
13
","
11
","
1712
","
1698
","
14
","
8
","
5
","
4
","
7
"
"
Pallacanestro Gardonese
","
22
","
24
","
11
","
13
","
1561
","
1539
","
22
","
6
","
5
","
6
","
7
"
"
CSA Agrate
  Brianza
","
18
","
24
","
9
","
15
","
1575
","
1661
","
-86
","
6
","
3
","
6
","
9
"
"
Sanse
  Tedeschi Cremona
","
16
","
24
","
8
","
16
","
1656
","
1778
","
-122
","
6
","
2
","
6
","
10
"
"
Pallacanestro
  Lissone
","
14
","
24
","
7
","
17
","
1541
","
1676
","
-135
","
2
","
5
","
10
","
7
"
"
Manerbio
  Basket
","
2
","
24
","
1
","
23
","
1446
","
1869
","
-423
","
1
","
0
","
11
","
12
"
"
Lombardia
  - C Gold Girone A
"
